review_priority,input,expected_en,out_no_context,out_after_english,ok_no_context,ok_after_english,subcase,reason,suite_hint,in_ctx_whitelist,in_collision_table,len,suite_category,suite_severity,suite_notes,case_variant_of
P3_engine_keeps_vn_suite_expected_contradicts_note,mix,mix,mĩ,mĩ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"mĩ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"mĩ""""; can whitelist hoac context""",MIX
P3_engine_keeps_vn_suite_expected_contradicts_note,MOON,MOON,MÔN,MÔN,0,0,ctx_misses,not_in_whitelist,never,0,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"MÔN"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"moon""""; modifier key phai case-insensitive, output phai giu case goc""",
P3_engine_keeps_vn_suite_expected_contradicts_note,Moon,Moon,Môn,Môn,0,0,ctx_misses,not_in_whitelist,never,0,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Môn"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"moon""""; modifier key phai case-insensitive, output phai giu case goc""",MOON
P3_engine_keeps_vn_suite_expected_contradicts_note,moon,moon,môn,môn,0,0,ctx_misses,not_in_whitelist,never,0,0,4,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"môn"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"môn""""; can whitelist hoac context""",MOON
P3_engine_keeps_vn_suite_expected_contradicts_note,MOS,MOS,MÓ,MÓ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"MÓ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"mos""""; modifier key phai case-insensitive, output phai giu case goc""",
P3_engine_keeps_vn_suite_expected_contradicts_note,Mos,Mos,Mó,Mó,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"Mó"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"mos""""; modifier key phai case-insensitive, output phai giu case goc""",MOS
P3_engine_keeps_vn_suite_expected_contradicts_note,mos,mos,mó,mó,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap,high,"never,""restore se lam tu tieng Viet """"mó"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). """"mo"""" an toan nhung dang bien cach ra tu tieng Viet """"mó"""" (dang suy dien, khong co trong top-10k)""",MOS
P3_engine_keeps_vn_suite_expected_contradicts_note,MUS,MUS,MÚ,MÚ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"MÚ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"mus""""; modifier key phai case-insensitive, output phai giu case goc""",
P3_engine_keeps_vn_suite_expected_contradicts_note,Mus,Mus,Mú,Mú,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"Mú"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"mus""""; modifier key phai case-insensitive, output phai giu case goc""",MUS
P3_engine_keeps_vn_suite_expected_contradicts_note,mus,mus,mú,mú,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap,high,"never,""restore se lam tu tieng Viet """"mú"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). """"mu"""" an toan nhung dang bien cach ra tu tieng Viet """"mú"""" (dang suy dien, khong co trong top-10k)""",MUS
P3_engine_keeps_vn_suite_expected_contradicts_note,NES,NES,NÉ,NÉ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"NÉ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"nes""""; modifier key phai case-insensitive, output phai giu case goc""",
P3_engine_keeps_vn_suite_expected_contradicts_note,Nes,Nes,Né,Né,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"Né"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"nes""""; modifier key phai case-insensitive, output phai giu case goc""",NES
P3_engine_keeps_vn_suite_expected_contradicts_note,nes,nes,né,né,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap,high,"never,""restore se lam tu tieng Viet """"né"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). """"ne"""" an toan nhung dang bien cach ra tu tieng Viet """"né"""" (dang suy dien, khong co trong top-10k)""",NES
P3_engine_keeps_vn_suite_expected_contradicts_note,NEXTJS,NEXTJS,NÉT,NÉT,0,0,ctx_misses,not_in_whitelist,never,0,0,6,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"NÉT"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"nextjs""""; modifier key phai case-insensitive, output phai giu case goc""",
P3_engine_keeps_vn_suite_expected_contradicts_note,Nextjs,Nextjs,Nét,Nét,0,0,ctx_misses,not_in_whitelist,never,0,0,6,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Nét"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"nextjs""""; modifier key phai case-insensitive, output phai giu case goc""",NEXTJS
P3_engine_keeps_vn_suite_expected_contradicts_note,nextjs,nextjs,nét,nét,0,0,ctx_misses,not_in_whitelist,never,0,0,6,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"nét"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"nét""""; can whitelist hoac context""",NEXTJS
P3_engine_keeps_vn_suite_expected_contradicts_note,NOON,NOON,NÔN,NÔN,0,0,ctx_misses,not_in_whitelist,never,0,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"NÔN"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"noon""""; modifier key phai case-insensitive, output phai giu case goc""",
P3_engine_keeps_vn_suite_expected_contradicts_note,Noon,Noon,Nôn,Nôn,0,0,ctx_misses,not_in_whitelist,never,0,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Nôn"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"noon""""; modifier key phai case-insensitive, output phai giu case goc""",NOON
P3_engine_keeps_vn_suite_expected_contradicts_note,noon,noon,nôn,nôn,0,0,ctx_misses,not_in_whitelist,never,0,0,4,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"nôn"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"nôn""""; can whitelist hoac context""",NOON
P3_engine_keeps_vn_suite_expected_contradicts_note,NOS,NOS,NÓ,NÓ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"NÓ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"nos""""; modifier key phai case-insensitive, output phai giu case goc""",
P3_engine_keeps_vn_suite_expected_contradicts_note,Nos,Nos,Nó,Nó,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"Nó"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"nos""""; modifier key phai case-insensitive, output phai giu case goc""",NOS
P3_engine_keeps_vn_suite_expected_contradicts_note,nos,nos,nó,nó,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap,high,"never,""restore se lam tu tieng Viet """"nó"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). """"no"""" an toan nhung dang bien cach ra tu tieng Viet """"nó"""" (dang suy dien, khong co trong top-10k)""",NOS
P3_engine_keeps_vn_suite_expected_contradicts_note,OWN,OWN,ƠN,ƠN,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"ƠN"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"own""""; modifier key phai case-insensitive, output phai giu case goc""",
P3_engine_keeps_vn_suite_expected_contradicts_note,Own,Own,Ơn,Ơn,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Ơn"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"own""""; modifier key phai case-insensitive, output phai giu case goc""",OWN
P3_engine_keeps_vn_suite_expected_contradicts_note,own,own,ơn,ơn,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"ơn"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"ơn""""; can whitelist hoac context""",OWN
P3_engine_keeps_vn_suite_expected_contradicts_note,par,par,pả,pả,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_syllable,medium,"never,""restore se lam tu tieng Viet """"pả"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra syllable tieng Viet hop le """"pả""""""",
P3_engine_keeps_vn_suite_expected_contradicts_note,pee,pee,pê,pê,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_syllable,medium,"never,""restore se lam tu tieng Viet """"pê"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra syllable tieng Viet hop le """"pê""""""",
P3_engine_keeps_vn_suite_expected_contradicts_note,PHIS,PHIS,PHÍ,PHÍ,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"PHÍ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"phis""""; modifier key phai case-insensitive, output phai giu case goc""",
P3_engine_keeps_vn_suite_expected_contradicts_note,Phis,Phis,Phí,Phí,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"Phí"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"phis""""; modifier key phai case-insensitive, output phai giu case goc""",PHIS
P3_engine_keeps_vn_suite_expected_contradicts_note,phis,phis,phí,phí,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap,high,"never,""restore se lam tu tieng Viet """"phí"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). """"phi"""" an toan nhung dang bien cach ra tu tieng Viet """"phí"""" (dang suy dien, khong co trong top-10k)""",PHIS
P3_engine_keeps_vn_suite_expected_contradicts_note,QUEEN,QUEEN,QUÊN,QUÊN,0,0,ctx_misses,not_in_whitelist,never,0,0,5,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"QUÊN"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"queen""""; modifier key phai case-insensitive, output phai giu case goc""",
P3_engine_keeps_vn_suite_expected_contradicts_note,Queen,Queen,Quên,Quên,0,0,ctx_misses,not_in_whitelist,never,0,0,5,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Quên"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"queen""""; modifier key phai case-insensitive, output phai giu case goc""",QUEEN
P3_engine_keeps_vn_suite_expected_contradicts_note,queen,queen,quên,quên,0,0,ctx_misses,not_in_whitelist,never,0,0,5,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"quên"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"quên""""; can whitelist hoac context""",QUEEN
P3_engine_keeps_vn_suite_expected_contradicts_note,RAMS,RAMS,RÁM,RÁM,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"RÁM"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"rams""""; modifier key phai case-insensitive, output phai giu case goc""",
P3_engine_keeps_vn_suite_expected_contradicts_note,Rams,Rams,Rám,Rám,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"Rám"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"rams""""; modifier key phai case-insensitive, output phai giu case goc""",RAMS
P3_engine_keeps_vn_suite_expected_contradicts_note,rams,rams,rám,rám,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap,high,"never,""restore se lam tu tieng Viet """"rám"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). """"ram"""" an toan nhung dang bien cach ra tu tieng Viet """"rám"""" (dang suy dien, khong co trong top-10k)""",RAMS
P3_engine_keeps_vn_suite_expected_contradicts_note,RANS,RANS,RÁN,RÁN,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"RÁN"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"rans""""; modifier key phai case-insensitive, output phai giu case goc""",
P3_engine_keeps_vn_suite_expected_contradicts_note,Rans,Rans,Rán,Rán,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"Rán"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"rans""""; modifier key phai case-insensitive, output phai giu case goc""",RANS
P3_engine_keeps_vn_suite_expected_contradicts_note,rans,rans,rán,rán,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap,high,"never,""restore se lam tu tieng Viet """"rán"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). """"ran"""" an toan nhung dang bien cach ra tu tieng Viet """"rán"""" (dang suy dien, khong co trong top-10k)""",RANS
P3_engine_keeps_vn_suite_expected_contradicts_note,RAS,RAS,RÁ,RÁ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"RÁ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"ras""""; modifier key phai case-insensitive, output phai giu case goc""",
P3_engine_keeps_vn_suite_expected_contradicts_note,Ras,Ras,Rá,Rá,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"Rá"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"ras""""; modifier key phai case-insensitive, output phai giu case goc""",RAS
P3_engine_keeps_vn_suite_expected_contradicts_note,ras,ras,rá,rá,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap,high,"never,""restore se lam tu tieng Viet """"rá"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). """"ra"""" an toan nhung dang bien cach ra tu tieng Viet """"rá"""" (dang suy dien, khong co trong top-10k)""",RAS
P3_engine_keeps_vn_suite_expected_contradicts_note,RATS,RATS,RÁT,RÁT,0,0,ctx_misses,not_in_whitelist,never,0,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"RÁT"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"rats""""; modifier key phai case-insensitive, output phai giu case goc""",
P3_engine_keeps_vn_suite_expected_contradicts_note,Rats,Rats,Rát,Rát,0,0,ctx_misses,not_in_whitelist,never,0,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Rát"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"rats""""; modifier key phai case-insensitive, output phai giu case goc""",RATS
P3_engine_keeps_vn_suite_expected_contradicts_note,rats,rats,rát,rát,0,0,ctx_misses,not_in_whitelist,never,0,0,4,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"rát"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"rát""""; can whitelist hoac context""",RATS
P3_engine_keeps_vn_suite_expected_contradicts_note,reef,reef,rề,rề,0,0,ctx_misses,not_in_whitelist,never,0,0,4,collision_vn_syllable,medium,"never,""restore se lam tu tieng Viet """"rề"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra syllable tieng Viet hop le """"rề""""""",
P3_engine_keeps_vn_suite_expected_contradicts_note,REER,REER,RỂ,RỂ,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"RỂ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"reer""""; modifier key phai case-insensitive, output phai giu case goc""",
P3_engine_keeps_vn_suite_expected_contradicts_note,Reer,Reer,Rể,Rể,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"Rể"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"reer""""; modifier key phai case-insensitive, output phai giu case goc""",REER
P3_engine_keeps_vn_suite_expected_contradicts_note,reer,reer,rể,rể,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap,high,"never,""restore se lam tu tieng Viet """"rể"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). """"re"""" an toan nhung dang bien cach ra tu tieng Viet """"rể"""" (dang suy dien, khong co trong top-10k)""",REER
P3_engine_keeps_vn_suite_expected_contradicts_note,REES,REES,RẾ,RẾ,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"RẾ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"rees""""; modifier key phai case-insensitive, output phai giu case goc""",
P3_engine_keeps_vn_suite_expected_contradicts_note,Rees,Rees,Rế,Rế,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"Rế"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"rees""""; modifier key phai case-insensitive, output phai giu case goc""",REES
P3_engine_keeps_vn_suite_expected_contradicts_note,rees,rees,rế,rế,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap,high,"never,""restore se lam tu tieng Viet """"rế"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). """"re"""" an toan nhung dang bien cach ra tu tieng Viet """"rế"""" (dang suy dien, khong co trong top-10k)""",REES
P3_engine_keeps_vn_suite_expected_contradicts_note,REEST,REEST,RẾT,RẾT,0,0,ctx_misses,not_in_whitelist,never,0,0,5,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"RẾT"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"reest""""; modifier key phai case-insensitive, output phai giu case goc""",
P3_engine_keeps_vn_suite_expected_contradicts_note,Reest,Reest,Rết,Rết,0,0,ctx_misses,not_in_whitelist,never,0,0,5,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"Rết"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"reest""""; modifier key phai case-insensitive, output phai giu case goc""",REEST
P3_engine_keeps_vn_suite_expected_contradicts_note,reest,reest,rết,rết,0,0,ctx_misses,not_in_whitelist,never,0,0,5,inflection_trap,high,"never,""restore se lam tu tieng Viet """"rết"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). """"re"""" an toan nhung dang bien cach ra tu tieng Viet """"rết"""" (dang suy dien, khong co trong top-10k)""",REEST
P3_engine_keeps_vn_suite_expected_contradicts_note,REF,REF,RÈ,RÈ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"RÈ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"ref""""; modifier key phai case-insensitive, output phai giu case goc""",
P3_engine_keeps_vn_suite_expected_contradicts_note,Ref,Ref,Rè,Rè,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Rè"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"ref""""; modifier key phai case-insensitive, output phai giu case goc""",REF
P3_engine_keeps_vn_suite_expected_contradicts_note,ref,ref,rè,rè,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"rè"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"rè""""; can whitelist hoac context""",REF
P3_engine_keeps_vn_suite_expected_contradicts_note,REFERS,REFERS,RẾ,RẾ,0,0,ctx_misses,not_in_whitelist,never,0,0,6,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"RẾ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"refers""""; modifier key phai case-insensitive, output phai giu case goc""",
P3_engine_keeps_vn_suite_expected_contradicts_note,Refers,Refers,Rế,Rế,0,0,ctx_misses,not_in_whitelist,never,0,0,6,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Rế"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"refers""""; modifier key phai case-insensitive, output phai giu case goc""",REFERS
P3_engine_keeps_vn_suite_expected_contradicts_note,refers,refers,rế,rế,0,0,ctx_misses,not_in_whitelist,never,0,0,6,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"rế"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"rế""""; can whitelist hoac context""",REFERS
P3_engine_keeps_vn_suite_expected_contradicts_note,RES,RES,RÉ,RÉ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"RÉ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"res""""; modifier key phai case-insensitive, output phai giu case goc""",
P3_engine_keeps_vn_suite_expected_contradicts_note,RES,RES,RÉ,RÉ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"RÉ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"res""""; modifier key phai case-insensitive, output phai giu case goc""",RES
P3_engine_keeps_vn_suite_expected_contradicts_note,Res,Res,Ré,Ré,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Ré"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"res""""; modifier key phai case-insensitive, output phai giu case goc""",RES
P3_engine_keeps_vn_suite_expected_contradicts_note,Res,Res,Ré,Ré,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"Ré"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"res""""; modifier key phai case-insensitive, output phai giu case goc""",RES
P3_engine_keeps_vn_suite_expected_contradicts_note,res,res,ré,ré,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"ré"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"ré""""; can whitelist hoac context""",RES
P3_engine_keeps_vn_suite_expected_contradicts_note,res,res,ré,ré,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap,high,"never,""restore se lam tu tieng Viet """"ré"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). """"re"""" an toan nhung dang bien cach ra tu tieng Viet """"ré""""""",RES
P3_engine_keeps_vn_suite_expected_contradicts_note,RESET,RESET,RẾT,RẾT,0,0,ctx_misses,not_in_whitelist,never,0,0,5,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"RẾT"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"reset""""; modifier key phai case-insensitive, output phai giu case goc""",
P3_engine_keeps_vn_suite_expected_contradicts_note,Reset,Reset,Rết,Rết,0,0,ctx_misses,not_in_whitelist,never,0,0,5,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Rết"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"reset""""; modifier key phai case-insensitive, output phai giu case goc""",RESET
P3_engine_keeps_vn_suite_expected_contradicts_note,reset,reset,rết,rết,0,0,ctx_misses,not_in_whitelist,never,0,0,5,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"rết"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"rết""""; can whitelist hoac context""",RESET
P3_engine_keeps_vn_suite_expected_contradicts_note,RIMS,RIMS,RÍM,RÍM,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"RÍM"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"rims""""; modifier key phai case-insensitive, output phai giu case goc""",
P3_engine_keeps_vn_suite_expected_contradicts_note,Rims,Rims,Rím,Rím,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"Rím"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"rims""""; modifier key phai case-insensitive, output phai giu case goc""",RIMS
P3_engine_keeps_vn_suite_expected_contradicts_note,rims,rims,rím,rím,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap,high,"never,""restore se lam tu tieng Viet """"rím"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). """"rim"""" an toan nhung dang bien cach ra tu tieng Viet """"rím"""" (dang suy dien, khong co trong top-10k)""",RIMS
P3_engine_keeps_vn_suite_expected_contradicts_note,RIS,RIS,RÍ,RÍ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"RÍ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"ris""""; modifier key phai case-insensitive, output phai giu case goc""",
P3_engine_keeps_vn_suite_expected_contradicts_note,Ris,Ris,Rí,Rí,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"Rí"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"ris""""; modifier key phai case-insensitive, output phai giu case goc""",RIS
P3_engine_keeps_vn_suite_expected_contradicts_note,ris,ris,rí,rí,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap,high,"never,""restore se lam tu tieng Viet """"rí"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). """"ri"""" an toan nhung dang bien cach ra tu tieng Viet """"rí"""" (dang suy dien, khong co trong top-10k)""",RIS
P3_engine_keeps_vn_suite_expected_contradicts_note,ROMS,ROMS,RÓM,RÓM,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"RÓM"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"roms""""; modifier key phai case-insensitive, output phai giu case goc""",
