review_priority,input,expected_en,out_no_context,out_after_english,ok_no_context,ok_after_english,subcase,reason,suite_hint,in_ctx_whitelist,in_collision_table,len,suite_category,suite_severity,suite_notes,case_variants
P3_engine_keeps_vn_suite_expected_contradicts_note,MARS,MARS,MÁ,MÁ,0,0,ctx_misses,not_in_whitelist,never,0,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"MÁ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"mars""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,MAX,MAX,MÃ,MÃ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"MÃ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"max""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,MES,MES,MÉ,MÉ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"MÉ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"mes""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,MIS,MIS,MÍ,MÍ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"MÍ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"mis""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,MIX,MIX,MĨ,MĨ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"MĨ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"mix""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,MOON,MOON,MÔN,MÔN,0,0,ctx_misses,not_in_whitelist,never,0,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"MÔN"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"moon""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,MOS,MOS,MÓ,MÓ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"MÓ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"mos""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,MUS,MUS,MÚ,MÚ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"MÚ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"mus""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,NES,NES,NÉ,NÉ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"NÉ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"nes""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,NEXTJS,NEXTJS,NÉT,NÉT,0,0,ctx_misses,not_in_whitelist,never,0,0,6,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"NÉT"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"nextjs""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,NOON,NOON,NÔN,NÔN,0,0,ctx_misses,not_in_whitelist,never,0,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"NÔN"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"noon""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,NOS,NOS,NÓ,NÓ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"NÓ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"nos""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,OWN,OWN,ƠN,ƠN,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"ƠN"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"own""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,par,par,pả,pả,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_syllable,medium,"never,""restore se lam tu tieng Viet """"pả"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra syllable tieng Viet hop le """"pả""""""",1
P3_engine_keeps_vn_suite_expected_contradicts_note,pee,pee,pê,pê,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_syllable,medium,"never,""restore se lam tu tieng Viet """"pê"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra syllable tieng Viet hop le """"pê""""""",1
P3_engine_keeps_vn_suite_expected_contradicts_note,PHIS,PHIS,PHÍ,PHÍ,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"PHÍ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"phis""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,QUEEN,QUEEN,QUÊN,QUÊN,0,0,ctx_misses,not_in_whitelist,never,0,0,5,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"QUÊN"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"queen""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,RAMS,RAMS,RÁM,RÁM,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"RÁM"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"rams""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,RANS,RANS,RÁN,RÁN,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"RÁN"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"rans""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,RAS,RAS,RÁ,RÁ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"RÁ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"ras""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,RATS,RATS,RÁT,RÁT,0,0,ctx_misses,not_in_whitelist,never,0,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"RÁT"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"rats""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,reef,reef,rề,rề,0,0,ctx_misses,not_in_whitelist,never,0,0,4,collision_vn_syllable,medium,"never,""restore se lam tu tieng Viet """"rề"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra syllable tieng Viet hop le """"rề""""""",1
P3_engine_keeps_vn_suite_expected_contradicts_note,REER,REER,RỂ,RỂ,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"RỂ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"reer""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,REES,REES,RẾ,RẾ,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"RẾ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"rees""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,REEST,REEST,RẾT,RẾT,0,0,ctx_misses,not_in_whitelist,never,0,0,5,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"RẾT"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"reest""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,REF,REF,RÈ,RÈ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"RÈ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"ref""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,REFERS,REFERS,RẾ,RẾ,0,0,ctx_misses,not_in_whitelist,never,0,0,6,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"RẾ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"refers""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,RES,RES,RÉ,RÉ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"RÉ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"res""""; modifier key phai case-insensitive, output phai giu case goc""",6
P3_engine_keeps_vn_suite_expected_contradicts_note,RESET,RESET,RẾT,RẾT,0,0,ctx_misses,not_in_whitelist,never,0,0,5,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"RẾT"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"reset""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,RIMS,RIMS,RÍM,RÍM,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"RÍM"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"rims""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,RIS,RIS,RÍ,RÍ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"RÍ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"ris""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,ROMS,ROMS,RÓM,RÓM,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"RÓM"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"roms""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,RONS,RONS,RÓN,RÓN,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"RÓN"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"rons""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,ROOF,ROOF,RỒ,RỒ,0,0,ctx_misses,not_in_whitelist,never,0,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"RỒ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"roof""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,ROOM,ROOM,RÔM,RÔM,0,0,ctx_misses,not_in_whitelist,never,0,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"RÔM"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"room""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,ROOTS,ROOTS,RỐT,RỐT,0,0,ctx_misses,not_in_whitelist,never,0,0,5,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"RỐT"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"roots""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,rosa,rosa,róa,róa,0,0,ctx_misses,not_in_whitelist,never,0,0,4,collision_vn_syllable,medium,"never,""restore se lam tu tieng Viet """"roá"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra syllable tieng Viet hop le """"roá""""""",1
P3_engine_keeps_vn_suite_expected_contradicts_note,ROW,ROW,RƠ,RƠ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"RƠ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"row""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,ROWS,ROWS,RỚ,RỚ,0,0,ctx_misses,not_in_whitelist,never,0,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"RỚ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"rows""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,RUS,RUS,RÚ,RÚ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"RÚ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"rus""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,RUST,RUST,RÚT,RÚT,0,0,ctx_misses,not_in_whitelist,never,0,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"RÚT"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"rust""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,SANS,SANS,SÁN,SÁN,0,0,ctx_misses,not_in_whitelist,never,0,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"SÁN"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"sans""""; modifier key phai case-insensitive, output phai giu case goc""",6
P3_engine_keeps_vn_suite_expected_contradicts_note,SAOS,SAOS,SÁO,SÁO,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"SÁO"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"saos""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,SAS,SAS,SÁ,SÁ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"SÁ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"sas""""; modifier key phai case-insensitive, output phai giu case goc""",6
P3_engine_keeps_vn_suite_expected_contradicts_note,SEER,SEER,SỂ,SỂ,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"SỂ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"seer""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,SER,SER,SẺ,SẺ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"SẺ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"ser""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,SETS,SETS,SÉT,SÉT,0,0,ctx_misses,not_in_whitelist,never,0,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"SÉT"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"sets""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,SEX,SEX,SẼ,SẼ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"SẼ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"sex""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,SIR,SIR,SỈ,SỈ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"SỈ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"sir""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,SIX,SIX,SĨ,SĨ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"SĨ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"six""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,sofa,sofa,sòa,sòa,0,0,ctx_misses,not_in_whitelist,never,0,0,4,collision_vn_syllable,medium,"never,""restore se lam tu tieng Viet """"soà"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra syllable tieng Viet hop le """"soà""""""",1
P3_engine_keeps_vn_suite_expected_contradicts_note,SORTS,SORTS,SÓT,SÓT,0,0,ctx_misses,not_in_whitelist,never,0,0,5,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"SÓT"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"sorts""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,SUNS,SUNS,SÚN,SÚN,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"SÚN"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"suns""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,SUR,SUR,SỦ,SỦ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"SỦ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"sur""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,SURF,SURF,SÙ,SÙ,0,0,ctx_misses,not_in_whitelist,never,0,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"SÙ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"surf""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,SUS,SUS,SÚ,SÚ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"SÚ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"sus""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,TAR,TAR,TẢ,TẢ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"TẢ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"tar""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,TAX,TAX,TÃ,TÃ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"TÃ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"tax""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,TEE,TEE,TÊ,TÊ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"TÊ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"tee""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,TEEN,TEEN,TÊN,TÊN,0,0,ctx_misses,not_in_whitelist,never,0,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"TÊN"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"teen""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,TES,TES,TÉ,TÉ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"TÉ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"tes""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,TEX,TEX,TẼ,TẼ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"TẼ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"tex""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,TEXTS,TEXTS,TÉT,TÉT,0,0,ctx_misses,not_in_whitelist,never,0,0,5,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"TÉT"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"texts""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,THEE,THEE,THÊ,THÊ,0,0,ctx_misses,not_in_whitelist,never,0,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"THÊ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"thee""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,THES,THES,THÉ,THÉ,0,0,ctx_misses,not_in_whitelist,never,0,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"THÉ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"thes""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,TIS,TIS,TÍ,TÍ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"TÍ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"tis""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,TOS,TOS,TÓ,TÓ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"TÓ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"tos""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,TRANS,TRANS,TRÁN,TRÁN,0,0,ctx_misses,not_in_whitelist,never,0,0,5,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"TRÁN"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"trans""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,TREE,TREE,TRÊ,TRÊ,0,0,ctx_misses,not_in_whitelist,never,0,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"TRÊ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"tree""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,TREOS,TREOS,TRÉO,TRÉO,0,0,ctx_misses,not_in_whitelist,never,0,0,5,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"TRÉO"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"treos""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,TUS,TUS,TÚ,TÚ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"TÚ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"tus""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,TYS,TYS,TÝ,TÝ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"TÝ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"tys""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,USR,USR,Ủ,Ủ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Ủ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"usr""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,VAR,VAR,VẢ,VẢ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"VẢ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"var""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,VAS,VAS,VÁ,VÁ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"VÁ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"vas""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,VER,VER,VẺ,VẺ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"VẺ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"ver""""; modifier key phai case-insensitive, output phai giu case goc""",3
